"REF_DATE","GEO","DGUID","Month of birth","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1997","British Columbia, place of residence of mother","2016A000259","Month of birth, September","Number of live births","Number","223","units","0","v21400814","11.10.1","3732","","","","0"
"1997","British Columbia, place of residence of mother","2016A000259","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400815","11.10.2","8.4","","","","1"
"1997","British Columbia, place of residence of mother","2016A000259","Month of birth, October","Number of live births","Number","223","units","0","v21400816","11.11.1","3643","","","","0"
"1997","British Columbia, place of residence of mother","2016A000259","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400817","11.11.2","8.2","","","","1"
"1997","British Columbia, place of residence of mother","2016A000259","Month of birth, November","Number of live births","Number","223","units","0","v21400818","11.12.1","3330","","","","0"
"1997","British Columbia, place of residence of mother","2016A000259","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400819","11.12.2","7.5","","","","1"
"1997","British Columbia, place of residence of mother","2016A000259","Month of birth, December","Number of live births","Number","223","units","0","v21400820","11.13.1","3535","","","","0"
"1997","British Columbia, place of residence of mother","2016A000259","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400821","11.13.2","7.9","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Total, month of birth","Number of live births","Number","223","units","0","v21400822","12.1.1","474","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400823","12.1.2","100.0","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, January","Number of live births","Number","223","units","0","v21400824","12.2.1","39","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400825","12.2.2","8.2","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, February","Number of live births","Number","223","units","0","v21400826","12.3.1","40","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400827","12.3.2","8.4","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, March","Number of live births","Number","223","units","0","v21400828","12.4.1","50","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400829","12.4.2","10.5","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, April","Number of live births","Number","223","units","0","v21400830","12.5.1","38","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400831","12.5.2","8.0","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, May","Number of live births","Number","223","units","0","v21400832","12.6.1","31","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400833","12.6.2","6.5","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, June","Number of live births","Number","223","units","0","v21400834","12.7.1","56","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400835","12.7.2","11.8","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, July","Number of live births","Number","223","units","0","v21400836","12.8.1","44","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400837","12.8.2","9.3","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, August","Number of live births","Number","223","units","0","v21400838","12.9.1","30","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400839","12.9.2","6.3","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, September","Number of live births","Number","223","units","0","v21400840","12.10.1","30","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400841","12.10.2","6.3","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, October","Number of live births","Number","223","units","0","v21400842","12.11.1","42","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400843","12.11.2","8.9","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, November","Number of live births","Number","223","units","0","v21400844","12.12.1","39","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400845","12.12.2","8.2","","","","1"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, December","Number of live births","Number","223","units","0","v21400846","12.13.1","35","","","","0"
"1997","Yukon, place of residence of mother","2016A000260","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400847","12.13.2","7.4","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Total, month of birth","Number of live births","Number","223","units","0","v21400848","13.1.1","1472","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400849","13.1.2","100.0","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, January","Number of live births","Number","223","units","0","v21400850","13.2.1","140","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400851","13.2.2","9.5","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, February","Number of live births","Number","223","units","0","v21400852","13.3.1","115","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400853","13.3.2","7.8","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, March","Number of live births","Number","223","units","0","v21400854","13.4.1","121","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400855","13.4.2","8.2","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, April","Number of live births","Number","223","units","0","v21400856","13.5.1","125","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400857","13.5.2","8.5","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, May","Number of live births","Number","223","units","0","v21400858","13.6.1","122","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400859","13.6.2","8.3","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, June","Number of live births","Number","223","units","0","v21400860","13.7.1","131","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400861","13.7.2","8.9","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, July","Number of live births","Number","223","units","0","v21400862","13.8.1","129","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400863","13.8.2","8.8","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, August","Number of live births","Number","223","units","0","v21400864","13.9.1","121","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400865","13.9.2","8.2","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, September","Number of live births","Number","223","units","0","v21400866","13.10.1","117","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400867","13.10.2","7.9","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, October","Number of live births","Number","223","units","0","v21400868","13.11.1","144","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400869","13.11.2","9.8","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, November","Number of live births","Number","223","units","0","v21400870","13.12.1","104","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400871","13.12.2","7.1","","","","1"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, December","Number of live births","Number","223","units","0","v21400872","13.13.1","103","","","","0"
"1997","Northwest Territories including Nunavut, place of residence of mother","","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400873","13.13.2","7.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Total, month of birth","Number of live births","Number","223","units","0","v21400926","16.1.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400927","16.1.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, January","Number of live births","Number","223","units","0","v21400928","16.2.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400929","16.2.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, February","Number of live births","Number","223","units","0","v21400930","16.3.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400931","16.3.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, March","Number of live births","Number","223","units","0","v21400932","16.4.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400933","16.4.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, April","Number of live births","Number","223","units","0","v21400934","16.5.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400935","16.5.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, May","Number of live births","Number","223","units","0","v21400936","16.6.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400937","16.6.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, June","Number of live births","Number","223","units","0","v21400938","16.7.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400939","16.7.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, July","Number of live births","Number","223","units","0","v21400940","16.8.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400941","16.8.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, August","Number of live births","Number","223","units","0","v21400942","16.9.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400943","16.9.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, September","Number of live births","Number","223","units","0","v21400944","16.10.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400945","16.10.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, October","Number of live births","Number","223","units","0","v21400946","16.11.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400947","16.11.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, November","Number of live births","Number","223","units","0","v21400948","16.12.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400949","16.12.2","0.0","","","","1"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, December","Number of live births","Number","223","units","0","v21400950","16.13.1","0","","","","0"
"1997","Unknown province or territory, place of residence of mother","","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400951","16.13.2","0.0","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Total, month of birth","Number of live births","Number","223","units","0","v21400536","1.1.1","342966","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400537","1.1.2","100.0","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, January","Number of live births","Number","223","units","0","v21400538","1.2.1","27246","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400539","1.2.2","7.9","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, February","Number of live births","Number","223","units","0","v21400540","1.3.1","26484","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400541","1.3.2","7.7","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, March","Number of live births","Number","223","units","0","v21400542","1.4.1","29821","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400543","1.4.2","8.7","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, April","Number of live births","Number","223","units","0","v21400544","1.5.1","30314","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400545","1.5.2","8.8","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, May","Number of live births","Number","223","units","0","v21400546","1.6.1","30877","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400547","1.6.2","9.0","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, June","Number of live births","Number","223","units","0","v21400548","1.7.1","29399","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400549","1.7.2","8.6","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, July","Number of live births","Number","223","units","0","v21400550","1.8.1","30329","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400551","1.8.2","8.8","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, August","Number of live births","Number","223","units","0","v21400552","1.9.1","28998","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400553","1.9.2","8.5","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, September","Number of live births","Number","223","units","0","v21400554","1.10.1","29703","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400555","1.10.2","8.7","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, October","Number of live births","Number","223","units","0","v21400556","1.11.1","27940","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400557","1.11.2","8.1","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, November","Number of live births","Number","223","units","0","v21400558","1.12.1","25461","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400559","1.12.2","7.4","","","","1"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, December","Number of live births","Number","223","units","0","v21400560","1.13.1","26394","","","","0"
"1998","Canada, place of residence of mother","2016A000011124","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400561","1.13.2","7.7","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Total, month of birth","Number of live births","Number","223","units","0","v21400562","2.1.1","4996","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400563","2.1.2","100.0","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, January","Number of live births","Number","223","units","0","v21400564","2.2.1","386","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400565","2.2.2","7.7","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, February","Number of live births","Number","223","units","0","v21400566","2.3.1","390","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400567","2.3.2","7.8","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, March","Number of live births","Number","223","units","0","v21400568","2.4.1","443","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400569","2.4.2","8.9","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, April","Number of live births","Number","223","units","0","v21400570","2.5.1","438","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400571","2.5.2","8.8","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, May","Number of live births","Number","223","units","0","v21400572","2.6.1","489","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400573","2.6.2","9.8","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, June","Number of live births","Number","223","units","0","v21400574","2.7.1","435","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400575","2.7.2","8.7","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, July","Number of live births","Number","223","units","0","v21400576","2.8.1","388","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400577","2.8.2","7.8","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, August","Number of live births","Number","223","units","0","v21400578","2.9.1","420","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400579","2.9.2","8.4","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, September","Number of live births","Number","223","units","0","v21400580","2.10.1","427","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400581","2.10.2","8.5","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, October","Number of live births","Number","223","units","0","v21400582","2.11.1","438","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400583","2.11.2","8.8","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, November","Number of live births","Number","223","units","0","v21400584","2.12.1","371","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400585","2.12.2","7.4","","","","1"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, December","Number of live births","Number","223","units","0","v21400586","2.13.1","371","","","","0"
"1998","Newfoundland and Labrador, place of residence of mother","2016A000210","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400587","2.13.2","7.4","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Total, month of birth","Number of live births","Number","223","units","0","v21400588","3.1.1","1505","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400589","3.1.2","100.0","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, January","Number of live births","Number","223","units","0","v21400590","3.2.1","119","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400591","3.2.2","7.9","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, February","Number of live births","Number","223","units","0","v21400592","3.3.1","85","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400593","3.3.2","5.6","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, March","Number of live births","Number","223","units","0","v21400594","3.4.1","108","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400595","3.4.2","7.2","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, April","Number of live births","Number","223","units","0","v21400596","3.5.1","139","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400597","3.5.2","9.2","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, May","Number of live births","Number","223","units","0","v21400598","3.6.1","149","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400599","3.6.2","9.9","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, June","Number of live births","Number","223","units","0","v21400600","3.7.1","143","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400601","3.7.2","9.5","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, July","Number of live births","Number","223","units","0","v21400602","3.8.1","138","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400603","3.8.2","9.2","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, August","Number of live births","Number","223","units","0","v21400604","3.9.1","130","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400605","3.9.2","8.6","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, September","Number of live births","Number","223","units","0","v21400606","3.10.1","133","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400607","3.10.2","8.8","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, October","Number of live births","Number","223","units","0","v21400608","3.11.1","135","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400609","3.11.2","9.0","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, November","Number of live births","Number","223","units","0","v21400610","3.12.1","117","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400611","3.12.2","7.8","","","","1"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, December","Number of live births","Number","223","units","0","v21400612","3.13.1","109","","","","0"
"1998","Prince Edward Island, place of residence of mother","2016A000211","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400613","3.13.2","7.2","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Total, month of birth","Number of live births","Number","223","units","0","v21400614","4.1.1","9685","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400615","4.1.2","100.0","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, January","Number of live births","Number","223","units","0","v21400616","4.2.1","754","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400617","4.2.2","7.8","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, February","Number of live births","Number","223","units","0","v21400618","4.3.1","738","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400619","4.3.2","7.6","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, March","Number of live births","Number","223","units","0","v21400620","4.4.1","881","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400621","4.4.2","9.1","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, April","Number of live births","Number","223","units","0","v21400622","4.5.1","860","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400623","4.5.2","8.9","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, May","Number of live births","Number","223","units","0","v21400624","4.6.1","825","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400625","4.6.2","8.5","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, June","Number of live births","Number","223","units","0","v21400626","4.7.1","865","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400627","4.7.2","8.9","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, July","Number of live births","Number","223","units","0","v21400628","4.8.1","818","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400629","4.8.2","8.4","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, August","Number of live births","Number","223","units","0","v21400630","4.9.1","860","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400631","4.9.2","8.9","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, September","Number of live births","Number","223","units","0","v21400632","4.10.1","888","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400633","4.10.2","9.2","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, October","Number of live births","Number","223","units","0","v21400634","4.11.1","816","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400635","4.11.2","8.4","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, November","Number of live births","Number","223","units","0","v21400636","4.12.1","677","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400637","4.12.2","7.0","","","","1"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, December","Number of live births","Number","223","units","0","v21400638","4.13.1","703","","","","0"
"1998","Nova Scotia, place of residence of mother","2016A000212","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400639","4.13.2","7.3","","","","1"
"1998","New Brunswick, place of residence of mother","2016A000213","Total, month of birth","Number of live births","Number","223","units","0","v21400640","5.1.1","7886","","","","0"
"1998","New Brunswick, place of residence of mother","2016A000213","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400641","5.1.2","100.0","","","","1"
"1998","New Brunswick, place of residence of mother","2016A000213","Month of birth, January","Number of live births","Number","223","units","0","v21400642","5.2.1","622","","","","0"
"1998","New Brunswick, place of residence of mother","2016A000213","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400643","5.2.2","7.9","","","","1"
"1998","New Brunswick, place of residence of mother","2016A000213","Month of birth, February","Number of live births","Number","223","units","0","v21400644","5.3.1","641","","","","0"
"1998","New Brunswick, place of residence of mother","2016A000213","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400645","5.3.2","8.1","","","","1"
"1998","New Brunswick, place of residence of mother","2016A000213","Month of birth, March","Number of live births","Number","223","units","0","v21400646","5.4.1","695","","","","0"
